Obj_mks1,Obj_mks1,Obj_mks1,Obj_mks2,Obj_mks2,Obj_mks2,Obj_mks3,Obj_mks3,Obj_mks3,Obj_mks4,Obj_mks4,Obj_mks4,Obj_mks5,Obj_mks5,Obj_mks5
208.181,725.126,23.7178,408.759,726.058,22.3319,407.556,841.604,24.0957,410.661,726.395,-4.6956,407.414,845.556,-4.6608
208.182,725.123,23.7105,408.749,726.046,22.3252,407.566,841.604,24.104,410.659,726.402,-4.6892,407.382,845.5,-4.6935
208.192,725.126,23.7172,408.754,726.048,22.3259,407.569,841.591,24.0977,410.642,726.389,-4.6985,407.392,845.515,-4.6847
208.188,725.115,23.7147,408.748,726.062,22.325,407.556,841.603,24.0918,410.641,726.386,-4.6939,407.416,845.545,-4.6719
208.19,725.103,23.7055,408.747,726.056,22.3234,407.559,841.594,24.0948,410.65,726.398,-4.6841,407.407,845.573,-4.6689
208.195,725.117,23.713,408.742,726.05,22.328,407.551,841.597,24.0969,410.651,726.393,-4.6888,407.386,845.519,-4.6676
208.185,725.095,23.706,408.75,726.051,22.3172,407.556,841.597,24.1013,410.633,726.387,-4.6919,407.386,845.513,-4.6804
208.2,725.088,23.7188,408.746,726.053,22.3131,407.562,841.602,24.0967,410.637,726.393,-4.6997,407.387,845.522,-4.6764
208.188,725.078,23.7013,408.741,726.052,22.3188,407.562,841.601,24.1123,410.635,726.397,-4.6861,407.418,845.569,-4.6428
208.198,725.082,23.7071,408.751,726.059,22.3286,407.556,841.608,24.0959,410.648,726.388,-4.6913,407.385,845.511,-4.6849
208.205,725.061,23.7072,408.744,726.059,22.328,407.555,841.612,24.0962,410.641,726.406,-4.6924,407.439,845.609,-4.6277
208.222,725.031,23.6715,408.746,726.057,22.3245,407.535,841.637,24.0871,410.639,726.397,-4.6883,407.399,845.556,-4.6733
208.22,724.982,23.6391,408.734,726.047,22.3206,407.559,841.613,24.0955,410.629,726.401,-4.7028,407.379,845.511,-4.6809
208.207,724.943,23.585,408.751,726.063,22.3272,407.549,841.61,24.097,410.65,726.4,-4.6871,407.38,845.497,-4.6903
208.195,724.828,23.5229,408.728,726.06,22.3248,407.544,841.605,24.1009,410.627,726.387,-4.6983,407.402,845.581,-4.6527
208.254,724.756,23.5035,408.737,726.056,22.3299,407.555,841.598,24.1039,410.62,726.398,-4.7036,407.43,845.594,-4.6575
208.286,724.636,23.4544,408.727,726.053,22.3209,407.546,841.594,24.1014,410.641,726.391,-4.6952,407.398,845.543,-4.6584
208.381,724.585,23.4714,408.738,726.035,22.3096,407.552,841.598,24.1043,410.639,726.39,-4.7159,407.381,845.509,-4.6883
207.959,724.831,23.3248,408.757,726.053,22.3001,407.569,841.598,24.097,410.642,726.4,-4.7263,407.374,845.511,-4.6939
207.977,724.834,23.3268,408.743,726.046,22.2773,407.561,841.585,24.0842,410.644,726.395,-4.7308,407.376,845.512,-4.6961
207.969,724.817,23.3087,408.763,726.036,22.2768,407.541,841.623,24.0644,410.646,726.397,-4.7561,407.387,845.529,-4.6838
207.988,724.819,23.3158,408.759,726.051,22.244,407.569,841.592,24.0792,410.653,726.405,-4.7688,407.386,845.542,-4.6976
207.995,724.828,23.2959,408.75,726.053,22.2347,407.553,841.628,24.0634,410.674,726.413,-4.7826,407.381,845.528,-4.7105
207.967,724.802,23.2911,408.735,725.749,22.3594,407.548,841.635,24.0595,410.682,726.422,-4.7902,407.418,845.607,-4.6616
207.99,724.835,23.2944,408.728,725.747,22.3373,407.548,841.629,24.0651,410.67,726.408,-4.8055,407.381,845.514,-4.7031
208.001,724.787,23.2736,408.737,725.737,22.3255,407.551,841.629,24.0682,410.696,726.431,-4.8127,407.398,845.575,-4.7034
208.012,724.849,23.2895,408.735,725.748,22.3225,407.548,841.609,24.0642,410.677,726.424,-4.8485,407.393,845.553,-4.7006
208.006,724.807,23.2678,408.689,725.718,22.4111,407.544,841.616,24.0563,410.687,726.44,-4.8605,407.388,845.558,-4.7134
208.016,724.829,23.2613,408.686,725.709,22.4042,407.576,841.579,24.0777,410.703,726.418,-4.8601,407.386,845.527,-4.7048
208.032,724.861,23.2687,408.688,725.704,22.3949,407.569,841.566,24.0799,410.7,726.403,-4.8701,407.402,845.561,-4.6888
208.012,724.831,23.2526,408.693,725.651,22.392,407.592,841.568,24.0919,410.709,726.406,-4.8737,407.375,845.514,-4.7069
208.03,724.824,23.2574,408.685,725.664,22.3817,407.581,841.562,24.1023,410.713,726.405,-4.8882,407.404,845.521,-4.6859
208.027,724.802,23.2514,408.695,725.642,22.3917,407.575,841.554,24.1012,410.736,726.414,-4.9043,407.398,845.52,-4.6793
208.016,724.792,23.2421,408.678,725.611,22.373,407.575,841.545,24.1075,410.726,726.418,-4.9056,407.431,845.583,-4.6484
208.021,724.806,23.2434,408.68,725.586,22.3727,407.593,841.549,24.1152,410.722,726.424,-4.928,407.407,845.541,-4.6675
208.001,724.772,23.2363,408.669,725.566,22.3644,407.578,841.531,24.1125,410.715,726.422,-4.9553,407.407,845.542,-4.6517
208.019,724.784,23.243,408.67,725.558,22.3675,407.601,841.531,24.1161,410.718,726.404,-4.9537,407.42,845.505,-4.6406
208.002,724.768,23.2301,408.67,725.561,22.3622,407.584,841.524,24.1223,410.718,726.415,-4.94,407.421,845.555,-4.6403
207.996,724.761,23.221,408.657,725.537,22.3582,407.605,841.542,24.1223,410.723,726.416,-4.959,407.417,845.533,-4.6331
208.019,724.785,23.2383,408.668,725.54,22.3616,407.582,841.533,24.1219,410.716,726.416,-4.9514,407.427,845.518,-4.618
208.014,724.782,23.2334,408.665,725.571,22.3007,407.581,841.539,24.1258,410.716,726.413,-4.9573,407.403,845.507,-4.6528
208.011,724.784,23.2306,408.646,725.531,22.3366,407.587,841.533,24.1294,410.726,726.418,-4.9593,407.427,845.536,-4.6197
208.016,724.785,23.2327,408.662,725.547,22.3037,407.579,841.538,24.1187,410.71,726.411,-4.9729,407.407,845.499,-4.6367
207.997,724.757,23.2222,408.651,725.531,22.3396,407.578,841.537,24.128,410.724,726.421,-4.9741,407.397,845.48,-4.6356
208.005,724.753,23.2192,408.656,725.552,22.2891,407.576,841.533,24.1335,410.734,726.413,-4.9649,407.397,845.479,-4.6425
207.989,724.778,23.2195,408.643,725.543,22.2846,407.566,841.535,24.1229,410.737,726.418,-4.9688,407.401,845.5,-4.6456
207.995,724.769,23.2233,408.635,725.525,22.2904,407.572,841.536,24.1298,410.719,726.419,-4.9894,407.42,845.516,-4.6208
207.984,724.769,23.212,408.622,725.534,22.2933,407.57,841.538,24.1137,410.724,726.416,-4.9739,407.427,845.536,-4.6021
207.995,724.796,23.2166,408.628,725.541,22.2932,407.562,841.536,24.1318,410.722,726.414,-4.9736,407.416,845.508,-4.6166
207.999,724.789,23.2237,408.634,725.55,22.2942,407.557,841.523,24.1241,410.736,726.423,-4.9409,407.448,845.587,-4.5835
207.983,724.761,23.2076,408.634,725.55,22.2948,407.563,841.533,24.1304,410.719,726.422,-4.9648,407.423,845.544,-4.6019
207.978,724.77,23.2187,408.639,725.557,22.3002,407.56,841.54,24.1255,410.724,726.428,-4.9537,407.405,845.505,-4.6322
207.974,724.77,23.2085,408.624,725.547,22.2925,407.558,841.522,24.1361,410.717,726.417,-4.9554,407.438,845.549,-4.5831
207.976,724.771,23.2009,408.634,725.543,22.2975,407.547,841.53,24.1385,410.727,726.428,-4.9502,407.41,845.51,-4.61
207.984,724.783,23.2154,408.615,725.55,22.2751,407.542,841.529,24.1292,410.72,726.428,-4.9683,407.423,845.507,-4.5891
207.984,724.769,23.2091,408.629,725.54,22.286,407.542,841.53,24.1345,410.713,726.414,-4.9611,407.416,845.5,-4.6096
207.986,724.767,23.2055,408.631,725.555,22.2669,407.556,841.52,24.1402,410.712,726.417,-4.9634,407.393,845.498,-4.6093
207.982,724.76,23.2021,408.62,725.53,22.2922,407.554,841.536,24.1321,410.717,726.416,-4.9707,407.432,845.532,-4.5827
207.982,724.747,23.2034,408.627,725.543,22.2876,407.56,841.529,24.1401,410.714,726.412,-4.9519,407.456,845.555,-4.5716
207.994,724.767,23.206,408.636,725.545,22.2893,407.56,841.532,24.1311,410.718,726.414,-4.9928,407.428,845.51,-4.5918
207.995,724.773,23.2048,408.635,725.532,22.2892,407.556,841.52,24.1323,410.719,726.407,-4.9906,407.417,845.519,-4.601
207.989,724.752,23.206,408.638,725.553,22.2694,407.555,841.517,24.1306,410.735,726.418,-4.9775,407.426,845.528,-4.5951
207.998,724.767,23.2059,408.688,725.555,22.2032,407.56,841.517,24.1299,410.729,726.42,-4.9869,407.436,845.526,-4.5965
207.995,724.757,23.2024,408.649,725.543,22.2825,407.577,841.525,24.1267,410.737,726.414,-4.9881,407.458,845.523,-4.5716
208.004,724.768,23.2,408.647,725.531,22.2709,407.566,841.505,24.1211,410.731,726.409,-4.9837,407.439,845.534,-4.6055
207.988,724.729,23.191,408.641,725.533,22.2717,407.578,841.523,24.1283,410.723,726.405,-5.0026,407.459,845.57,-4.5919
207.986,724.717,23.1951,408.656,725.547,22.2751,407.559,841.5,24.1211,410.705,726.419,-5.0014,407.444,845.549,-4.6039
208.002,724.761,23.197,408.649,725.54,22.2699,407.581,841.511,24.1274,410.723,726.408,-4.9962,407.443,845.548,-4.5957
208.013,724.768,23.2037,408.653,725.52,22.276,407.573,841.502,24.1198,410.731,726.414,-4.9946,407.425,845.525,-4.6155
208.002,724.753,23.1963,408.658,725.512,22.2772,407.583,841.518,24.1164,410.749,726.421,-5.0009,407.473,845.571,-4.5743
208.011,724.77,23.203,408.679,725.532,22.1743,407.574,841.508,24.1173,410.748,726.407,-4.9997,407.423,845.527,-4.6126
208.008,724.737,23.1875,408.688,725.507,22.2276,407.583,841.514,24.1246,410.744,726.421,-5.0198,407.431,845.544,-4.606
208.01,724.762,23.1899,408.69,725.539,22.1895,407.602,841.532,24.1252,410.731,726.429,-5.0127,407.419,845.543,-4.632
208.005,724.758,23.1909,408.662,725.544,22.2694,407.586,841.531,24.1202,410.74,726.433,-5.0008,407.416,845.495,-4.634
208.028,724.78,23.2103,408.698,725.529,22.1881,407.558,841.52,24.1137,410.734,726.433,-5.0215,407.45,845.577,-4.5976
208.024,724.775,23.1996,408.694,725.529,22.1829,407.573,841.515,24.111,410.762,726.435,-5.0118,407.463,845.595,-4.6027
208.024,724.771,23.1995,408.65,725.522,22.2661,407.573,841.528,24.114,410.742,726.43,-5.0156,407.444,845.588,-4.6262
208.014,724.777,23.1915,408.644,725.507,22.306,407.581,841.521,24.1198,410.734,726.446,-5.0221,407.409,845.515,-4.6506
208.013,724.788,23.198,408.658,725.526,22.2749,407.595,841.531,24.1207,410.725,726.431,-5.0151,407.454,845.592,-4.6131
208.01,724.785,23.1911,408.649,725.53,22.2748,407.573,841.526,24.1221,410.728,726.452,-5.0117,407.428,845.566,-4.6277
208.004,724.798,23.1956,408.686,725.539,22.1862,407.582,841.528,24.1261,410.744,726.43,-5.0122,407.437,845.587,-4.6237
208.002,724.764,23.1919,408.64,725.541,22.2607,407.585,841.539,24.1241,410.734,726.429,-5.0018,407.439,845.601,-4.6064
208.002,724.777,23.1907,408.632,725.526,22.2527,407.572,841.53,24.1248,410.725,726.437,-5.018,407.456,845.595,-4.5983
208.004,724.787,23.207,408.673,725.534,22.184,407.563,841.529,24.1223,410.741,726.432,-5.0118,407.44,845.568,-4.6045
207.996,724.783,23.1922,408.679,725.547,22.1878,407.566,841.524,24.1186,410.721,726.419,-4.9982,407.433,845.567,-4.602
207.999,724.791,23.2056,408.64,725.536,22.2714,407.571,841.525,24.1289,410.719,726.428,-5.0187,407.425,845.536,-4.6117
208.005,724.792,23.1985,408.649,725.507,22.307,407.557,841.518,24.1196,410.728,726.418,-5.0229,407.46,845.579,-4.5606
207.998,724.794,23.1859,408.668,725.542,22.1834,407.567,841.519,24.1319,410.722,726.41,-5.014,407.424,845.557,-4.6139
207.996,724.786,23.2282,408.625,725.525,22.2574,407.565,841.515,24.1239,410.719,726.421,-5.0297,407.465,845.596,-4.5717
208.007,724.793,23.2206,408.675,725.54,22.1871,407.557,841.522,24.1258,410.736,726.401,-5.0065,407.423,845.576,-4.5946
207.999,724.773,23.1949,408.668,725.536,22.1814,407.566,841.512,24.1301,410.74,726.431,-4.987,407.465,845.573,-4.5556
208.003,724.771,23.201,408.631,725.543,22.2592,407.573,841.567,24.1136,410.712,726.421,-5.0286,407.44,845.541,-4.5769
208.013,724.784,23.1927,408.643,725.536,22.2581,407.549,841.511,24.1268,410.707,726.418,-5.0053,407.437,845.535,-4.5817
208.012,724.796,23.2303,408.681,725.546,22.1745,407.543,841.504,24.1206,410.735,726.422,-4.9932,407.457,845.585,-4.5778
207.999,724.779,23.1947,408.677,725.534,22.1889,407.562,841.515,24.1274,410.725,726.418,-5.0071,407.405,845.527,-4.6257
207.995,724.764,23.1766,408.637,725.535,22.2657,407.558,841.517,24.1263,410.736,726.417,-5.022,407.448,845.55,-4.5782
208.004,724.782,23.1888,408.623,725.511,22.2527,407.555,841.507,24.1249,410.722,726.419,-5.0291,407.476,845.587,-4.5622
207.994,724.783,23.2188,408.617,725.511,22.2617,407.567,841.519,24.1259,410.734,726.422,-5.0272,407.422,845.525,-4.6088
207.991,724.767,23.1896,408.653,725.524,22.2631,407.558,841.509,24.1287,410.722,726.419,-5.0283,407.478,845.585,-4.5627
208.006,724.799,23.1889,408.642,725.518,22.2576,407.578,841.524,24.1321,410.722,726.421,-5.0162,407.409,845.532,-4.6107
208.006,724.774,23.1819,408.634,725.509,22.2574,407.568,841.515,24.129,410.717,726.42,-5.0112,407.437,845.567,-4.5804
208.013,724.771,23.191,408.684,725.548,22.1824,407.567,841.518,24.1338,410.734,726.425,-5.0271,407.42,845.543,-4.6158
208.012,724.798,23.1862,408.688,725.537,22.1839,407.556,841.508,24.1223,410.742,726.415,-5.0159,407.444,845.519,-4.6033
208.018,724.798,23.2218,408.681,725.549,22.1839,407.553,841.513,24.1336,410.727,726.419,-5.0081,407.453,845.594,-4.6112
208.019,724.794,23.1876,408.643,725.522,22.2618,407.57,841.527,24.1329,410.727,726.427,-5.0268,407.435,845.548,-4.5812
208.008,724.778,23.1803,408.632,725.504,22.2628,407.572,841.511,24.1339,410.73,726.424,-5.0358,407.445,845.57,-4.5837
208.025,724.786,23.2223,408.684,725.551,22.1676,407.567,841.514,24.128,410.742,726.42,-5.0123,407.418,845.536,-4.6148
208.011,724.786,23.1935,408.616,725.495,22.2543,407.564,841.513,24.1342,410.737,726.414,-5.0002,407.454,845.577,-4.5735
208.024,724.798,23.2302,408.633,725.51,22.261,407.571,841.506,24.1254,410.744,726.417,-5.0358,407.439,845.539,-4.5793
208.003,724.784,23.1891,408.639,725.519,22.2677,407.566,841.521,24.1451,410.727,726.414,-5.012,407.465,845.563,-4.5644
208.01,724.783,23.2285,408.676,725.518,22.1916,407.564,841.519,24.1324,410.706,726.421,-5.0425,407.42,845.532,-4.6101
208.004,724.778,23.1879,408.624,725.507,22.2721,407.555,841.515,24.1257,410.725,726.416,-5.0273,407.448,845.568,-4.5759
208.013,724.782,23.2222,408.629,725.488,22.3129,407.568,841.534,24.108,410.721,726.4,-5.0148,407.461,845.566,-4.5643
208.001,724.773,23.2139,408.656,725.549,22.2434,407.551,841.497,24.1287,410.723,726.416,-5.0155,407.432,845.557,-4.5865
208.001,724.782,23.2164,408.676,725.545,22.1835,407.553,841.514,24.1303,410.701,726.417,-5.0301,407.412,845.511,-4.6098
208.004,724.812,23.1986,408.629,725.524,22.249,407.569,841.553,24.1084,410.726,726.414,-4.989,407.459,845.589,-4.574
207.994,724.775,23.1883,408.633,725.538,22.2598,407.552,841.514,24.1351,410.729,726.42,-4.9894,407.425,845.518,-4.5879
207.999,724.782,23.2199,408.668,725.535,22.1908,407.559,841.507,24.1338,410.715,726.419,-4.9957,407.456,845.589,-4.5632
208.013,724.8,23.2282,408.623,725.512,22.2618,407.566,841.498,24.1385,410.706,726.41,-5.0037,407.433,845.535,-4.5811
208.012,724.802,23.2322,408.667,725.536,22.1893,407.555,841.507,24.1367,410.751,726.415,-4.9726,407.421,845.517,-4.5878
208.014,724.8,23.2382,408.675,725.571,22.1732,407.546,841.521,24.1326,410.715,726.414,-5.0138,407.423,845.558,-4.5799
207.998,724.779,23.2123,408.634,725.535,22.2702,407.554,841.507,24.1302,410.714,726.414,-5.0156,407.457,845.562,-4.5678
207.999,724.797,23.2226,408.634,725.542,22.2645,407.564,841.511,24.1366,410.72,726.407,-5.0148,407.455,845.575,-4.5469
207.978,724.792,23.1806,408.637,725.557,22.2527,407.557,841.526,24.1416,410.75,726.418,-4.9615,407.442,845.589,-4.5847
208.009,724.81,23.2275,408.616,725.528,22.2647,407.55,841.516,24.1425,410.731,726.409,-4.9967,407.431,845.551,-4.5934
207.985,724.78,23.1813,408.662,725.534,22.1891,407.558,841.523,24.142,410.731,726.415,-5.0088,407.439,845.567,-4.563
208.002,724.809,23.2208,408.627,725.53,22.2565,407.543,841.518,24.1283,410.727,726.419,-5.0136,407.432,845.527,-4.5885
208.008,724.813,23.1913,408.643,725.546,22.2599,407.548,841.515,24.1283,410.705,726.412,-5.0327,407.441,845.551,-4.5742
208.008,724.802,23.1847,408.632,725.537,22.2635,407.551,841.512,24.1365,410.719,726.435,-5.0202,407.429,845.523,-4.5858
208.024,724.815,23.2316,408.641,725.529,22.2661,407.556,841.516,24.1378,410.721,726.415,-5.0221,407.476,845.589,-4.5574
208.006,724.796,23.1805,408.669,725.541,22.1814,407.568,841.519,24.1395,410.715,726.416,-5.0382,407.437,845.553,-4.5926
208.029,724.811,23.2272,408.646,725.536,22.2596,407.561,841.512,24.1358,410.743,726.417,-5.0284,407.418,845.553,-4.6091
208.004,724.776,23.1796,408.629,725.513,22.2713,407.561,841.515,24.1306,410.723,726.415,-5.0222,407.459,845.573,-4.5648
208.017,724.784,23.2058,408.638,725.515,22.299,407.564,841.508,24.1392,410.716,726.404,-5.0206,407.441,845.51,-4.5921
207.989,724.764,23.1718,408.679,725.555,22.1604,407.557,841.505,24.1235,410.745,726.417,-5.0232,407.427,845.536,-4.5928
208.024,724.794,23.2237,408.68,725.55,22.1715,407.568,841.507,24.1383,410.727,726.401,-5.0308,407.443,845.564,-4.5788
208.029,724.809,23.2232,408.679,725.553,22.157,407.552,841.501,24.1298,410.743,726.414,-5.0278,407.443,845.516,-4.5911
208.004,724.763,23.1707,408.647,725.539,22.2497,407.567,841.51,24.1269,410.736,726.407,-5.0243,407.445,845.564,-4.5907
208.028,724.798,23.1821,408.634,725.527,22.2429,407.556,841.506,24.1295,410.737,726.413,-5.024,407.409,845.506,-4.6198
208.029,724.776,23.205,408.678,725.525,22.1774,407.568,841.508,24.1285,410.713,726.407,-5.0272,407.443,845.568,-4.5732
208.005,724.776,23.1798,408.678,725.521,22.1713,407.554,841.509,24.1261,410.71,726.412,-5.0407,407.415,845.5,-4.6068
208.003,724.767,23.1709,408.719,725.33,22.1582,407.561,841.514,24.1265,410.728,726.415,-5.0328,407.461,845.585,-4.5855
208.001,724.765,23.1677,408.664,725.283,22.2473,407.559,841.502,24.1344,410.714,726.42,-5.0401,407.449,845.548,-4.5678
208.011,724.769,23.1964,408.664,725.266,22.2683,407.558,841.501,24.1354,410.737,726.413,-5.0351,407.444,845.564,-4.5713
207.997,724.767,23.2066,408.667,725.257,22.2746,407.565,841.51,24.1284,410.724,726.42,-5.0123,407.467,845.577,-4.5636
208.01,724.8,23.1742,408.742,725.287,22.2091,407.557,841.503,24.1284,410.743,726.412,-5.0328,407.451,845.579,-4.5914
208.011,724.785,23.1834,408.742,725.274,22.1999,407.577,841.518,24.1347,410.725,726.422,-5.0219,407.434,845.554,-4.5946
207.997,724.78,23.1711,408.76,725.257,22.205,407.563,841.512,24.1364,410.738,726.421,-5.0171,407.45,845.577,-4.5742
208.002,724.771,23.1723,408.749,725.239,22.2178,407.56,841.509,24.1324,410.742,726.42,-5.0237,407.425,845.529,-4.5907
208.011,724.784,23.1811,408.707,725.187,22.2942,407.57,841.514,24.1337,410.732,726.42,-5.0206,407.434,845.535,-4.5855
208.009,724.795,23.2104,408.706,725.144,22.2973,407.568,841.528,24.1374,410.725,726.419,-5.0297,407.434,845.549,-4.5854
208.015,724.816,23.18,408.727,725.132,22.3057,407.564,841.509,24.1276,410.73,726.421,-5.0366,407.418,845.541,-4.612
208.01,724.788,23.1941,408.791,725.131,22.2282,407.554,841.519,24.1287,410.735,726.421,-4.9867,407.41,845.493,-4.6199
208.019,724.814,23.2078,408.728,725.047,22.3128,407.565,841.519,24.1312,410.733,726.43,-5.0022,407.449,845.596,-4.5867
208.014,724.793,23.2006,408.732,725.031,22.3139,407.551,841.51,24.1309,410.722,726.432,-5.0147,407.424,845.543,-4.6009
207.995,724.804,23.1712,408.807,725.056,22.2877,407.556,841.516,24.1221,410.731,726.427,-5.0343,407.419,845.523,-4.6049
207.994,724.79,23.199,408.729,725,22.357,407.561,841.516,24.1327,410.719,726.422,-5.0199,407.414,845.508,-4.6074
208.005,724.786,23.1713,408.805,725.066,22.2842,407.563,841.519,24.1309,410.731,726.424,-5.0363,407.45,845.6,-4.5866
208.008,724.783,23.205,408.747,725.045,22.3062,407.556,841.506,24.1284,410.719,726.414,-5.0279,407.471,845.588,-4.5568
208.025,724.812,23.207,408.791,725.077,22.2484,407.563,841.513,24.1335,410.728,726.419,-5.028,407.443,845.552,-4.5996
208.024,724.795,23.204,408.806,725.083,22.248,407.559,841.515,24.1311,410.722,726.423,-5.0284,407.439,845.56,-4.5874
208.011,724.794,23.1695,408.753,725.05,22.313,407.554,841.517,24.1258,410.739,726.418,-5.0031,407.447,845.565,-4.5837
208.031,724.819,23.2077,408.736,725.03,22.3161,407.563,841.509,24.1255,410.741,726.416,-5.0147,407.411,845.513,-4.6114
208.008,724.785,23.1721,408.748,725.027,22.3149,407.55,841.494,24.1268,410.723,726.418,-5.0389,407.44,845.548,-4.5788
208.014,724.796,23.1727,408.802,725.065,22.2432,407.566,841.495,24.1306,410.739,726.415,-5.0133,407.41,845.479,-4.6171
208.03,724.792,23.1984,408.757,725.034,22.3062,407.547,841.495,24.121,410.721,726.413,-5.0449,407.465,845.558,-4.5677
208.014,724.789,23.1683,408.818,725.088,22.2331,407.581,841.543,24.113,410.735,726.412,-5.0452,407.412,845.519,-4.5964
208.004,724.766,23.1536,408.745,725.022,22.3245,407.555,841.501,24.1334,410.727,726.416,-5.0304,407.437,845.554,-4.5952
208.032,724.799,23.2044,408.816,725.077,22.2722,407.561,841.502,24.1263,410.718,726.403,-5.0541,407.4,845.501,-4.628
208.02,724.788,23.1574,408.815,725.094,22.2405,407.576,841.501,24.1278,410.735,726.409,-5.0385,407.419,845.533,-4.6098
208.038,724.791,23.1947,408.822,725.095,22.2405,407.567,841.487,24.1186,410.754,726.412,-5.0171,407.443,845.577,-4.5929
208.045,724.805,23.2067,408.812,725.068,22.2563,407.584,841.541,24.1094,410.735,726.416,-5.0373,407.454,845.572,-4.5767
208.027,724.791,23.1608,408.813,725.087,22.2349,407.565,841.503,24.127,410.711,726.407,-5.0518,407.438,845.548,-4.5873
208.047,724.808,23.2087,408.83,725.088,22.2527,407.588,841.538,24.1097,410.725,726.42,-5.0354,407.42,845.523,-4.6125
208.023,724.777,23.1504,408.828,725.099,22.2386,407.565,841.504,24.126,410.756,726.411,-5.0349,407.438,845.517,-4.5882
208.048,724.803,23.2069,408.83,725.087,22.2413,407.561,841.534,24.0971,410.743,726.425,-5.0177,407.413,845.535,-4.5908
208.02,724.782,23.1564,408.824,725.08,22.2633,407.563,841.529,24.1061,410.737,726.425,-5.0363,407.439,845.524,-4.5973
208.034,724.79,23.1554,408.843,725.12,22.223,407.564,841.502,24.1271,410.728,726.423,-5.0483,407.434,845.547,-4.5865
208.064,724.843,23.2059,408.766,725.044,22.3376,407.56,841.506,24.1223,410.724,726.42,-5.0461,407.451,845.594,-4.5781
208.035,724.798,23.1563,408.822,725.079,22.2549,407.57,841.519,24.1364,410.735,726.418,-5.0495,407.421,845.541,-4.598
208.07,724.849,23.2097,408.828,725.091,22.2554,407.563,841.502,24.1334,410.72,726.421,-5.0369,407.406,845.534,-4.6164
208.035,724.826,23.1981,408.824,725.095,22.2565,407.558,841.54,24.0977,410.731,726.42,-5.0414,407.432,845.543,-4.6034
208.041,724.819,23.1621,408.818,725.082,22.2566,407.556,841.541,24.1043,410.754,726.42,-5.0218,407.414,845.533,-4.5977
208.054,724.823,23.2047,408.819,725.071,22.3027,407.568,841.543,24.1099,410.724,726.417,-5.0349,407.397,845.493,-4.6211
208.046,724.811,23.2029,408.743,725.045,22.3411,407.553,841.505,24.132,410.725,726.411,-5.0367,407.431,845.532,-4.5687
208.035,724.819,23.1643,408.822,725.103,22.2567,407.564,841.544,24.1051,410.728,726.417,-5.0233,407.407,845.518,-4.6025
208.051,724.833,23.205,408.816,725.079,22.253,407.575,841.54,24.1048,410.734,726.414,-5.0363,407.398,845.494,-4.6157
208.049,724.837,23.1968,408.825,725.069,22.2934,407.557,841.5,24.1256,410.744,726.404,-5.033,407.423,845.53,-4.5949
208.03,724.812,23.1589,408.762,725.043,22.3373,407.563,841.506,24.129,410.748,726.413,-5.0075,407.454,845.584,-4.5765
208.031,724.803,23.1929,408.817,725.061,22.2954,407.562,841.517,24.1325,410.74,726.42,-5.0238,407.434,845.543,-4.5935
208.04,724.8,23.186,408.758,725.045,22.3399,407.567,841.511,24.1436,410.724,726.414,-5.0235,407.315,845.444,-4.7845
208.056,724.849,23.2075,408.811,725.093,22.2493,407.565,841.537,24.1023,410.746,726.402,-5.04,407.412,845.49,-4.5908
208.059,724.821,23.1994,408.755,725.044,22.3341,407.561,841.549,24.1097,410.723,726.418,-5.0392,407.436,845.536,-4.5775
208.044,724.814,23.1982,408.74,725.026,22.3383,407.561,841.501,24.1337,410.745,726.424,-5.0047,407.456,845.584,-4.5732
208.039,724.816,23.1866,408.826,725.088,22.2555,407.57,841.554,24.1017,410.741,726.413,-5.0274,407.423,845.538,-4.5944
208.058,724.832,23.2045,408.825,725.083,22.2533,407.571,841.534,24.1043,410.703,726.422,-5.0476,407.415,845.512,-4.6078
208.053,724.83,23.2067,408.823,725.1,22.2447,407.549,841.501,24.1197,410.731,726.421,-5.0205,407.428,845.518,-4.5929
208.027,724.789,23.1658,408.821,725.099,22.2598,407.57,841.501,24.1408,410.74,726.414,-5.0182,407.437,845.516,-4.5897
208.056,724.829,23.2055,408.76,725.044,22.3311,407.556,841.498,24.1273,410.741,726.419,-5.0301,407.417,845.522,-4.6115
208.023,724.787,23.1656,408.754,725.017,22.3667,407.572,841.543,24.0995,410.734,726.414,-5.0275,407.411,845.516,-4.609
208.032,724.794,23.203,408.827,725.113,22.2413,407.569,841.499,24.1315,410.731,726.417,-5.0332,407.462,845.587,-4.5657
208.032,724.802,23.1867,408.762,725.043,22.3321,407.557,841.511,24.1246,410.719,726.421,-5.0324,407.453,845.551,-4.5765
208.044,724.801,23.1621,408.83,725.09,22.2505,407.561,841.504,24.1277,410.722,726.423,-5.0498,407.435,845.541,-4.5887
208.044,724.811,23.1648,408.824,725.063,22.294,407.556,841.501,24.1181,410.714,726.416,-5.0515,407.431,845.538,-4.6006
208.048,724.832,23.1765,408.834,725.08,22.2634,407.568,841.52,24.1281,410.725,726.413,-5.0366,407.417,845.504,-4.6223
208.026,724.792,23.158,408.826,725.109,22.2407,407.575,841.505,24.1252,410.738,726.414,-5.0352,407.45,845.564,-4.5811
208.045,724.821,23.2098,408.824,725.086,22.2553,407.576,841.502,24.1249,410.727,726.428,-5.0391,407.436,845.557,-4.5952
208.046,724.794,23.1911,408.829,725.063,22.2921,407.571,841.545,24.1061,410.754,726.429,-5.0322,407.416,845.509,-4.6095
