Obj_mks1,Obj_mks1,Obj_mks1,Obj_mks2,Obj_mks2,Obj_mks2,Obj_mks3,Obj_mks3,Obj_mks3,Obj_mks4,Obj_mks4,Obj_mks4,Obj_mks5,Obj_mks5,Obj_mks5
208.067,724.368,23.697,408.918,725.724,22.566,407.555,841.622,24.1788,410.683,726.395,-4.7822,407.391,845.508,-4.7005
208.063,724.4,23.6638,408.922,725.731,22.5581,407.558,841.628,24.1779,410.664,726.39,-4.7743,407.417,845.56,-4.6663
208.126,724.481,23.8579,408.908,725.713,22.5605,407.552,841.632,24.1777,410.693,726.376,-4.7947,407.388,845.522,-4.6913
208.069,724.359,23.7042,408.924,725.712,22.5564,407.545,841.618,24.1833,410.668,726.389,-4.7827,407.419,845.548,-4.6729
208.078,724.42,23.6741,408.92,725.718,22.5603,407.541,841.618,24.1813,410.68,726.392,-4.7797,407.387,845.499,-4.6985
208.066,724.387,23.6624,408.929,725.726,22.5616,407.554,841.627,24.179,410.682,726.388,-4.7771,407.408,845.517,-4.6836
208.087,724.387,23.7187,408.903,725.7,22.5515,407.56,841.631,24.1795,410.66,726.384,-4.803,407.396,845.529,-4.6968
208.061,724.377,23.6732,408.908,725.695,22.5588,407.549,841.62,24.1729,410.663,726.377,-4.8094,407.4,845.525,-4.6745
208.088,724.394,23.7024,408.912,725.714,22.5587,407.55,841.63,24.1852,410.667,726.388,-4.805,407.398,845.524,-4.6783
208.061,724.387,23.6723,408.922,725.731,22.5617,407.551,841.616,24.1827,410.675,726.383,-4.7785,407.399,845.521,-4.6746
208.063,724.385,23.6711,408.922,725.716,22.5688,407.545,841.623,24.1817,410.67,726.386,-4.783,407.405,845.545,-4.6749
208.054,724.376,23.6551,408.916,725.718,22.5676,407.556,841.627,24.1876,410.665,726.391,-4.7789,407.41,845.528,-4.6855
208.048,724.384,23.6688,408.901,725.723,22.5618,407.542,841.633,24.1786,410.662,726.39,-4.79,407.378,845.521,-4.6969
208.054,724.396,23.6703,408.911,725.714,22.5643,407.541,841.621,24.1891,410.66,726.401,-4.7873,407.407,845.548,-4.6739
208.062,724.387,23.7101,408.904,725.714,22.5644,407.542,841.637,24.1871,410.669,726.403,-4.7712,407.404,845.569,-4.6826
208.055,724.38,23.7102,408.902,725.723,22.5632,407.542,841.629,24.1854,410.66,726.39,-4.79,407.388,845.55,-4.6826
208.048,724.421,23.6649,408.904,725.722,22.5635,407.54,841.634,24.1842,410.662,726.401,-4.7802,407.367,845.525,-4.7005
208.08,724.417,23.7073,408.892,725.721,22.5686,407.542,841.643,24.1889,410.654,726.403,-4.7885,407.38,845.531,-4.6942
208.053,724.424,23.663,408.905,725.728,22.5633,407.55,841.707,24.3019,410.672,726.414,-4.7787,407.37,845.517,-4.7016
208.047,724.429,23.6577,408.902,725.724,22.5693,407.549,841.65,24.1888,410.672,726.413,-4.7718,407.371,845.53,-4.6865
208.049,724.414,23.6682,408.889,725.722,22.5642,407.53,841.641,24.1896,410.652,726.409,-4.7847,407.392,845.565,-4.6866
208.053,724.41,23.7101,408.903,725.735,22.5661,407.548,841.651,24.195,410.653,726.403,-4.7875,407.388,845.538,-4.6772
208.061,724.456,23.6668,408.9,725.725,22.571,407.527,841.629,24.1924,410.669,726.411,-4.7673,407.408,845.591,-4.6437
208.047,724.417,23.68,408.902,725.724,22.5693,407.537,841.642,24.1953,410.645,726.403,-4.7798,407.357,845.512,-4.7101
208.052,724.39,23.7016,408.905,725.731,22.5711,407.548,841.707,24.3171,410.66,726.407,-4.7785,407.385,845.557,-4.6877
208.049,724.39,23.7175,408.894,725.725,22.5577,407.551,841.699,24.3019,410.672,726.403,-4.7708,407.38,845.543,-4.6982
208.063,724.387,23.6818,408.902,725.732,22.5576,407.541,841.631,24.1926,410.675,726.4,-4.7738,407.41,845.582,-4.655
208.048,724.398,23.6792,408.895,725.717,22.5684,407.546,841.641,24.1844,410.673,726.398,-4.7683,407.394,845.554,-4.6795
208.047,724.393,23.6601,408.901,725.72,22.5615,407.544,841.634,24.189,410.658,726.394,-4.7824,407.388,845.522,-4.6887
208.055,724.361,23.7098,408.908,725.719,22.5665,407.54,841.629,24.1826,410.679,726.387,-4.7731,407.4,845.547,-4.6774
208.057,724.397,23.6711,408.908,725.715,22.5726,407.532,841.621,24.1925,410.667,726.377,-4.7809,407.405,845.564,-4.6604
208.075,724.428,23.6598,408.849,725.49,22.6659,407.539,841.619,24.19,410.659,726.39,-4.7745,407.385,845.534,-4.6909
208.077,724.427,23.6739,408.906,725.714,22.5609,407.551,841.62,24.1902,410.657,726.387,-4.7908,407.419,845.573,-4.6514
208.054,724.38,23.6644,408.911,725.722,22.5588,407.556,841.625,24.1878,410.656,726.378,-4.7812,407.423,845.57,-4.6554
208.059,724.39,23.6801,408.921,725.722,22.5691,407.55,841.622,24.1822,410.672,726.38,-4.7841,407.391,845.525,-4.689
208.066,724.386,23.6841,408.922,725.715,22.5642,407.561,841.633,24.1813,410.67,726.378,-4.7871,407.417,845.54,-4.6737
208.088,724.432,23.6717,408.919,725.719,22.5626,407.566,841.632,24.1983,410.673,726.397,-4.7932,407.398,845.508,-4.6882
208.067,724.389,23.6751,408.926,725.726,22.5703,407.561,841.639,24.1802,410.671,726.384,-4.7787,407.426,845.566,-4.6743
208.079,724.395,23.6636,408.923,725.713,22.5629,407.549,841.627,24.1843,410.673,726.389,-4.7957,407.419,845.561,-4.6731
208.069,724.413,23.6622,408.851,725.482,22.6539,407.552,841.629,24.1808,410.668,726.387,-4.7765,407.392,845.527,-4.6943
208.068,724.415,23.6582,408.905,725.714,22.5599,407.552,841.639,24.1772,410.67,726.39,-4.7813,407.384,845.499,-4.7094
208.065,724.418,23.6476,408.916,725.712,22.5684,407.564,841.651,24.1863,410.68,726.404,-4.7953,407.396,845.515,-4.6947
208.062,724.418,23.6555,408.925,725.723,22.5654,407.548,841.639,24.189,410.681,726.391,-4.7856,407.414,845.557,-4.6744
208.057,724.419,23.6578,408.912,725.711,22.5631,407.564,841.639,24.1915,410.666,726.398,-4.7989,407.383,845.521,-4.7053
208.054,724.415,23.6457,408.912,725.718,22.5635,407.558,841.646,24.1838,410.67,726.408,-4.7823,407.415,845.578,-4.6696
208.049,724.411,23.6512,408.918,725.738,22.565,407.564,841.653,24.1831,410.676,726.401,-4.7707,407.403,845.548,-4.6825
208.136,724.396,23.5707,408.913,725.727,22.5662,407.553,841.657,24.1891,410.676,726.395,-4.7731,407.385,845.529,-4.6894
208.13,724.396,23.5657,408.9,725.702,22.563,407.557,841.646,24.1875,410.672,726.407,-4.7775,407.381,845.511,-4.691
208.122,724.403,23.5456,408.906,725.712,22.5642,407.539,841.63,24.1926,410.664,726.399,-4.7808,407.387,845.536,-4.6832
208.118,724.389,23.5605,408.89,725.713,22.5629,407.54,841.628,24.1994,410.655,726.398,-4.7755,407.386,845.529,-4.6814
208.023,724.409,23.6247,408.903,725.722,22.561,407.537,841.628,24.194,410.659,726.402,-4.7617,407.405,845.584,-4.6708
208.013,724.417,23.6382,408.907,725.727,22.5684,407.544,841.699,24.3088,410.662,726.404,-4.7552,407.38,845.54,-4.6862
208.003,724.383,23.6346,408.894,725.717,22.5658,407.543,841.634,24.1938,410.651,726.393,-4.7676,407.378,845.535,-4.6875
208.029,724.437,23.6478,408.901,725.737,22.5648,407.529,841.636,24.1918,410.642,726.388,-4.7762,407.402,845.569,-4.6618
208.002,724.38,23.663,408.875,725.708,22.5541,407.52,841.633,24.1888,410.645,726.392,-4.7736,407.374,845.545,-4.6605
208,724.37,23.6782,408.896,725.721,22.5707,407.537,841.627,24.1974,410.656,726.395,-4.7695,407.401,845.561,-4.6565
208.02,724.345,23.7343,408.899,725.723,22.5655,407.533,841.628,24.1944,410.649,726.4,-4.7638,407.383,845.521,-4.6725
208.07,724.27,23.882,408.892,725.71,22.5676,407.519,841.631,24.1891,410.646,726.392,-4.7709,407.387,845.565,-4.6716
208.078,724.284,23.8629,408.894,725.72,22.5642,407.526,841.623,24.1912,410.638,726.39,-4.779,407.395,845.567,-4.6759
208.043,724.27,23.8586,408.895,725.723,22.5751,407.54,841.627,24.191,410.635,726.388,-4.7803,407.404,845.573,-4.6604
208.064,724.247,23.887,408.897,725.705,22.5737,407.532,841.623,24.1983,410.644,726.393,-4.7731,407.414,845.579,-4.6403
208.087,724.303,23.8973,408.907,725.723,22.5733,407.535,841.625,24.1962,410.64,726.389,-4.7824,407.417,845.589,-4.6458
208.066,724.232,23.8802,408.905,725.723,22.5654,407.534,841.631,24.1865,410.661,726.399,-4.7695,407.398,845.564,-4.6708
208.051,724.258,23.8745,408.901,725.722,22.5726,407.555,841.638,24.1993,410.659,726.393,-4.77,407.374,845.526,-4.6764
208.054,724.28,23.8468,408.904,725.72,22.5626,407.53,841.63,24.1956,410.657,726.393,-4.7782,407.394,845.562,-4.6688
208.096,724.119,24.068,408.902,725.721,22.5786,407.55,841.645,24.2012,410.665,726.405,-4.7833,407.399,845.533,-4.6785
208.077,724.316,23.8373,408.904,725.727,22.5691,407.536,841.618,24.1877,410.667,726.399,-4.7852,407.386,845.523,-4.6936
208.191,724.176,23.9922,408.915,725.714,22.5695,407.545,841.639,24.194,410.675,726.398,-4.7764,407.4,845.54,-4.6893
208.136,724.211,24.0536,408.921,725.735,22.5648,407.542,841.636,24.1816,410.661,726.386,-4.782,407.373,845.519,-4.7042
208.053,724.145,24.0184,408.895,725.698,22.5635,407.56,841.636,24.194,410.682,726.4,-4.7577,407.378,845.513,-4.7013
208.104,724.155,24.0527,408.921,725.725,22.5765,407.556,841.626,24.188,410.68,726.399,-4.781,407.397,845.521,-4.6864
208.209,724.175,23.9931,408.912,725.713,22.5671,407.545,841.63,24.1817,410.67,726.392,-4.7853,407.38,845.498,-4.707
208.021,724.06,23.8848,408.924,725.715,22.5646,407.556,841.635,24.1855,410.677,726.406,-4.7725,407.384,845.51,-4.7031
207.951,724,23.8653,408.915,725.716,22.5663,407.562,841.63,24.1951,410.675,726.39,-4.7891,407.403,845.512,-4.6856
207.933,723.956,23.8739,408.926,725.722,22.5622,407.549,841.61,24.1887,410.681,726.388,-4.79,407.418,845.567,-4.6634
207.939,723.951,23.8899,408.925,725.693,22.585,407.554,841.64,24.1842,410.657,726.386,-4.8028,407.444,845.597,-4.6499
207.929,723.927,23.916,408.913,725.711,22.5562,407.557,841.629,24.1952,410.666,726.361,-4.7769,407.395,845.52,-4.6954
208.135,724.183,24.0487,408.912,725.708,22.5734,407.551,841.614,24.1907,410.668,726.376,-4.7744,407.421,845.562,-4.6643
208.129,724.185,24.0638,408.912,725.715,22.564,407.551,841.631,24.1842,410.66,726.392,-4.773,407.423,845.571,-4.6524
208.054,724.257,23.8483,408.918,725.715,22.5611,407.546,841.613,24.186,410.653,726.376,-4.7823,407.412,845.542,-4.6737
208.08,724.296,23.8488,408.853,725.475,22.6623,407.554,841.615,24.1899,410.676,726.38,-4.7706,407.414,845.527,-4.6662
208.094,724.369,24.0081,408.906,725.702,22.5721,407.548,841.611,24.1864,410.643,726.366,-4.7814,407.391,845.506,-4.6738
208.078,724.252,23.8287,408.896,725.712,22.5613,407.556,841.632,24.1934,410.664,726.385,-4.7727,407.414,845.534,-4.6641
208.072,724.288,23.8281,408.892,725.71,22.5649,407.548,841.628,24.1931,410.645,726.377,-4.7714,407.396,845.529,-4.6767
208.162,724.299,23.73,408.901,725.711,22.5642,407.534,841.61,24.1891,410.643,726.378,-4.7889,407.424,845.594,-4.6497
208.222,724.454,23.9169,408.898,725.715,22.5655,407.545,841.627,24.1929,410.655,726.389,-4.7735,407.378,845.499,-4.6919
208.08,724.366,23.7866,408.893,725.699,22.5637,407.532,841.624,24.1827,410.637,726.382,-4.7668,407.399,845.537,-4.6599
208.063,724.341,23.7714,408.9,725.709,22.5707,407.539,841.624,24.1938,410.663,726.39,-4.7663,407.394,845.52,-4.6682
208.1,724.433,23.9416,408.912,725.726,22.5718,407.544,841.634,24.1951,410.638,726.384,-4.7752,407.385,845.536,-4.6858
208.09,724.44,23.9411,408.883,725.705,22.5662,407.552,841.647,24.1972,410.66,726.389,-4.7676,407.382,845.53,-4.6714
208.063,724.331,23.7434,408.888,725.704,22.5749,407.548,841.694,24.3175,410.635,726.388,-4.7709,407.388,845.534,-4.6625
208.054,724.383,23.7218,408.895,725.72,22.5716,407.545,841.646,24.1965,410.649,726.403,-4.7769,407.38,845.51,-4.6955
208.12,724.501,23.9012,408.896,725.717,22.562,407.54,841.636,24.1955,410.644,726.395,-4.7759,407.392,845.545,-4.6838
208.053,724.373,23.7137,408.904,725.735,22.5722,407.552,841.65,24.1994,410.666,726.401,-4.7624,407.404,845.565,-4.668
208.063,724.361,23.7222,408.9,725.716,22.5736,407.526,841.628,24.1917,410.652,726.4,-4.7709,407.368,845.51,-4.7055
208.062,724.361,23.7207,408.891,725.717,22.5727,407.536,841.638,24.1994,410.641,726.4,-4.7755,407.378,845.535,-4.6834
208.071,724.424,23.7203,408.903,725.725,22.5734,407.54,841.628,24.1965,410.646,726.396,-4.7747,407.397,845.558,-4.6682
208.1,724.444,23.9152,408.906,725.721,22.5771,407.541,841.638,24.1966,410.651,726.38,-4.7795,407.42,845.599,-4.6515
208.106,724.446,23.9154,408.899,725.719,22.5759,407.55,841.633,24.1932,410.651,726.398,-4.7762,407.419,845.577,-4.6585
208.103,724.439,23.9095,408.909,725.714,22.5722,407.543,841.627,24.2025,410.655,726.392,-4.7779,407.388,845.515,-4.689
208.101,724.44,23.8938,408.918,725.72,22.5675,407.569,841.645,24.201,410.665,726.39,-4.7805,407.418,845.567,-4.6706
208.108,724.432,23.9111,408.897,725.707,22.5675,407.547,841.628,24.1838,410.675,726.396,-4.7653,407.381,845.513,-4.7036
208.105,724.441,23.9089,408.91,725.715,22.5746,407.546,841.622,24.1842,410.651,726.376,-4.7681,407.398,845.52,-4.6873
208.108,724.436,23.918,408.908,725.709,22.5555,407.547,841.617,24.1882,410.681,726.371,-4.7657,407.411,845.525,-4.672
208.11,724.432,23.925,408.911,725.707,22.5769,407.55,841.63,24.1902,410.655,726.374,-4.7725,407.401,845.496,-4.6581
208.144,724.464,23.9368,408.919,725.715,22.5778,407.556,841.632,24.1954,410.655,726.377,-4.7753,407.426,845.57,-4.6513
208.184,724.501,23.9592,408.918,725.712,22.5726,407.556,841.629,24.1992,410.655,726.386,-4.7776,407.39,845.507,-4.6809
208.349,724.654,24.087,408.919,725.709,22.5644,407.561,841.62,24.1944,410.656,726.366,-4.7922,407.435,845.579,-4.6503
208.396,724.63,24.1748,408.853,725.479,22.6649,407.557,841.618,24.1877,410.669,726.381,-4.7799,407.415,845.544,-4.6701
208.465,724.471,24.1057,408.921,725.717,22.5677,407.554,841.615,24.1859,410.673,726.372,-4.7758,407.411,845.539,-4.6676
208.468,724.468,24.1154,408.851,725.486,22.6641,407.554,841.621,24.1906,410.655,726.378,-4.78,407.39,845.513,-4.702
208.384,724.57,24.0057,408.911,725.706,22.5708,407.558,841.63,24.193,410.689,726.386,-4.7647,407.423,845.575,-4.668
208.276,724.455,23.6252,408.918,725.72,22.5695,407.561,841.636,24.1917,410.659,726.385,-4.7799,407.385,845.479,-4.6998
208.259,724.424,23.609,408.917,725.729,22.5711,407.555,841.635,24.1878,410.679,726.384,-4.7782,407.38,845.484,-4.7035
208.25,724.42,23.6199,408.919,725.72,22.5682,407.541,841.622,24.1907,410.664,726.384,-4.7857,407.394,845.514,-4.6919
208.276,724.459,23.6246,408.91,725.724,22.5691,407.557,841.628,24.1919,410.663,726.383,-4.7673,407.383,845.514,-4.6955
208.294,724.467,23.6277,408.902,725.71,22.5682,407.557,841.635,24.1949,410.661,726.386,-4.7735,407.413,845.568,-4.6547
208.281,724.465,23.6271,408.909,725.726,22.5736,407.557,841.637,24.1969,410.659,726.411,-4.7819,407.414,845.557,-4.6615
208.278,724.47,23.6275,408.911,725.727,22.5679,407.559,841.638,24.1967,410.679,726.409,-4.7688,407.406,845.547,-4.6612
208.243,724.422,23.6226,408.909,725.725,22.5608,407.54,841.672,24.1749,410.674,726.404,-4.7669,407.369,845.485,-4.7166
208.282,724.461,23.6176,408.903,725.726,22.5674,407.538,841.629,24.2067,410.662,726.403,-4.7697,407.388,845.527,-4.6809
208.273,724.468,23.6257,408.896,725.724,22.5668,407.548,841.645,24.1981,410.666,726.403,-4.7696,407.399,845.554,-4.6646
208.261,724.472,23.6321,408.888,725.701,22.5729,407.528,841.619,24.1935,410.658,726.391,-4.7815,407.384,845.522,-4.6804
208.264,724.461,23.6315,408.902,725.72,22.5675,407.542,841.641,24.1996,410.66,726.397,-4.7594,407.382,845.534,-4.6804
208.265,724.467,23.6158,408.897,725.72,22.575,407.537,841.631,24.1986,410.662,726.405,-4.7694,407.411,845.585,-4.6664
208.274,724.453,23.6276,408.896,725.725,22.5721,407.539,841.632,24.1932,410.667,726.4,-4.7626,407.417,845.568,-4.6481
208.267,724.465,23.6253,408.901,725.727,22.5652,407.537,841.621,24.201,410.646,726.397,-4.7694,407.378,845.523,-4.667
208.275,724.451,23.6336,408.895,725.732,22.5566,407.534,841.628,24.1952,410.652,726.409,-4.7737,407.394,845.543,-4.6649
208.271,724.458,23.6299,408.898,725.721,22.5642,407.541,841.635,24.2003,410.658,726.392,-4.7717,407.367,845.502,-4.7058
208.277,724.458,23.6258,408.901,725.703,22.5729,407.532,841.631,24.2007,410.652,726.387,-4.7721,407.384,845.511,-4.6712
208.266,724.462,23.6288,408.909,725.727,22.5841,407.532,841.621,24.1941,410.673,726.396,-4.7616,407.392,845.536,-4.6793
208.265,724.44,23.6255,408.893,725.717,22.5765,407.539,841.619,24.1893,410.66,726.385,-4.7654,407.394,845.521,-4.6758
208.278,724.456,23.628,408.906,725.719,22.5756,407.548,841.629,24.1984,410.664,726.386,-4.7784,407.387,845.52,-4.6597
208.271,724.444,23.619,408.903,725.714,22.5752,407.539,841.623,24.1893,410.658,726.394,-4.7765,407.417,845.564,-4.6496
208.274,724.444,23.6369,408.904,725.7,22.5771,407.55,841.623,24.2006,410.668,726.39,-4.7675,407.39,845.531,-4.6843
208.286,724.437,23.6218,408.903,725.712,22.5663,407.551,841.631,24.1955,410.672,726.396,-4.769,407.417,845.57,-4.6614
208.279,724.453,23.6321,408.923,725.722,22.5707,407.543,841.617,24.1955,410.68,726.387,-4.7661,407.392,845.51,-4.6765
208.273,724.444,23.6369,408.916,725.715,22.556,407.554,841.618,24.1939,410.667,726.401,-4.7693,407.385,845.504,-4.6928
208.29,724.458,23.6181,408.924,725.708,22.5465,407.565,841.625,24.1978,410.661,726.389,-4.768,407.436,845.583,-4.6362
208.286,724.455,23.6296,408.924,725.728,22.5411,407.554,841.631,24.1926,410.674,726.402,-4.7807,407.279,845.207,-4.8644
208.288,724.448,23.6189,408.916,725.71,22.5407,407.545,841.622,24.1882,410.681,726.395,-4.7705,407.379,845.477,-4.7143
208.277,724.44,23.6266,408.921,725.697,22.5561,407.552,841.627,24.1891,410.677,726.398,-4.7648,407.377,845.45,-4.7213
208.244,724.418,23.6135,408.934,725.656,22.6264,407.551,841.629,24.1879,410.673,726.395,-4.786,407.385,845.468,-4.7156
208.277,724.447,23.6196,408.869,725.639,22.2999,407.548,841.626,24.1946,410.693,726.397,-4.769,407.369,845.435,-4.7315
208.299,724.459,23.624,408.878,725.656,22.3054,407.552,841.623,24.1877,410.688,726.397,-4.7647,407.384,845.477,-4.7095
208.298,724.44,23.6216,408.877,725.663,22.3115,407.555,841.639,24.1845,410.674,726.401,-4.7914,407.379,845.489,-4.7212
208.274,724.431,23.6133,408.86,725.658,22.3025,407.553,841.628,24.193,410.687,726.387,-4.7641,407.377,845.493,-4.707
208.317,724.387,23.6054,408.881,725.593,22.3093,407.556,841.631,24.1947,410.692,726.413,-4.7574,407.387,845.487,-4.7097
208.282,724.41,23.6078,408.869,725.663,22.2805,407.548,841.629,24.1917,410.673,726.392,-4.7603,407.398,845.535,-4.6743
208.273,724.449,23.6133,408.862,725.634,22.2679,407.554,841.631,24.1933,410.68,726.408,-4.7669,407.406,845.516,-4.684
208.263,724.455,23.6319,408.826,725.601,22.1157,407.543,841.628,24.188,410.681,726.394,-4.7715,407.393,845.535,-4.6746
208.486,724.402,23.4706,408.928,725.562,22.2953,407.543,841.623,24.1983,410.663,726.385,-4.7819,407.412,845.553,-4.6663
208.5,724.4,23.4797,408.833,725.6,22.1176,407.543,841.624,24.1932,410.674,726.389,-4.7615,407.392,845.509,-4.6703
208.503,724.415,23.482,408.815,725.586,22.1197,407.534,841.623,24.1947,410.658,726.386,-4.767,407.399,845.518,-4.655
208.499,724.414,23.4836,408.83,725.598,22.1203,407.536,841.628,24.195,410.663,726.394,-4.7619,407.401,845.541,-4.6394
208.472,724.4,23.4637,408.819,725.584,22.1248,407.536,841.612,24.1931,410.662,726.4,-4.7601,407.387,845.51,-4.6718
208.477,724.421,23.4747,408.817,725.594,22.1123,407.526,841.617,24.1912,410.672,726.387,-4.7655,407.378,845.501,-4.6826
208.46,724.436,23.5061,408.83,725.584,22.1269,407.55,841.633,24.1924,410.673,726.401,-4.7602,407.387,845.508,-4.6694
208.454,724.487,23.5769,408.826,725.602,22.1168,407.537,841.627,24.1928,410.658,726.382,-4.7669,407.417,845.583,-4.6417
208.682,724.384,23.479,408.83,725.6,22.1266,407.535,841.626,24.1948,410.664,726.396,-4.7539,407.376,845.513,-4.6731
208.663,724.4,23.4693,408.821,725.587,22.1139,407.53,841.626,24.1926,410.666,726.401,-4.7583,407.383,845.526,-4.6759
208.714,724.347,23.4774,408.825,725.604,22.1201,407.53,841.628,24.1975,410.648,726.393,-4.7753,407.381,845.497,-4.6726
208.67,724.379,23.4786,408.821,725.598,22.1205,407.529,841.62,24.1964,410.686,726.409,-4.7603,407.376,845.513,-4.6762
208.688,724.406,23.4904,408.825,725.603,22.1193,407.546,841.639,24.2035,410.664,726.401,-4.7775,407.412,845.585,-4.6463
208.666,724.389,23.4783,408.822,725.584,22.1244,407.556,841.679,24.3131,410.666,726.408,-4.7668,407.381,845.517,-4.6774
208.674,724.402,23.481,408.826,725.604,22.1152,407.561,841.694,24.311,410.674,726.407,-4.7541,407.389,845.541,-4.6703
208.707,724.348,23.4695,408.828,725.598,22.1144,407.556,841.698,24.3162,410.67,726.401,-4.7636,407.398,845.532,-4.6564
208.666,724.38,23.4665,408.837,725.609,22.1247,407.56,841.702,24.3158,410.672,726.406,-4.7777,407.368,845.516,-4.6815
208.687,724.392,23.4759,408.837,725.596,22.1219,407.553,841.697,24.3153,410.68,726.402,-4.7613,407.378,845.525,-4.6903
208.718,724.34,23.4698,408.842,725.6,22.1173,407.55,841.705,24.3112,410.676,726.403,-4.774,407.414,845.586,-4.6542
208.678,724.4,23.4758,408.834,725.618,22.1153,407.561,841.715,24.3266,410.681,726.403,-4.7742,407.371,845.52,-4.671
208.723,724.349,23.4728,408.828,725.589,22.1172,407.539,841.661,24.1911,410.679,726.406,-4.771,407.409,845.56,-4.6723
208.679,724.383,23.4776,408.838,725.613,22.12,407.553,841.632,24.2017,410.679,726.401,-4.759,407.422,845.568,-4.648
208.699,724.38,23.4799,408.846,725.598,22.1183,407.576,841.687,24.3219,410.657,726.396,-4.7727,407.386,845.508,-4.6944
208.701,724.373,23.4767,408.826,725.571,22.1145,407.569,841.68,24.3162,410.68,726.392,-4.7741,407.397,845.514,-4.6743
208.694,724.368,23.4657,408.854,725.517,22.1179,407.576,841.688,24.3094,410.671,726.388,-4.7857,407.404,845.521,-4.6651
208.735,724.335,23.4728,408.834,725.586,22.1039,407.528,841.643,24.172,410.665,726.389,-4.7921,407.401,845.495,-4.6757
208.674,724.362,23.4709,408.834,725.581,22.1166,407.566,841.61,24.1849,410.673,726.377,-4.7825,407.426,845.57,-4.6546
208.73,724.316,23.4738,408.848,725.596,22.1112,407.567,841.611,24.1302,410.678,726.393,-4.7775,407.408,845.523,-4.6627
208.69,724.374,23.4782,408.829,725.57,22.1087,407.588,841.591,24.191,410.68,726.394,-4.7654,407.423,845.551,-4.6343
208.676,724.369,23.4672,408.834,725.585,22.1183,407.499,841.627,24.0953,410.661,726.39,-4.7728,407.409,845.558,-4.6611
208.565,724.534,23.6628,408.854,725.554,22.1281,407.561,841.571,24.0747,410.668,726.387,-4.764,407.415,845.549,-4.6511
208.551,724.417,23.599,408.859,725.523,22.1246,407.56,841.563,24.0776,410.681,726.398,-4.757,407.408,845.565,-4.6425
208.541,724.388,23.5862,408.835,725.582,22.1248,407.564,841.55,24.0722,410.656,726.376,-4.7709,407.432,845.592,-4.6283
208.506,724.421,23.5901,408.77,725.583,22.2033,407.562,841.546,24.0792,410.679,726.395,-4.7594,407.418,845.558,-4.6478
208.53,724.376,23.588,408.824,725.587,22.1391,407.551,841.558,24.0765,410.667,726.404,-4.7661,407.404,845.546,-4.6603
208.529,724.4,23.5984,408.809,725.581,22.1401,407.57,841.571,24.0817,410.662,726.397,-4.7653,407.418,845.556,-4.646
208.48,724.435,23.5987,408.808,725.58,22.136,407.55,841.607,24.0733,410.674,726.404,-4.7666,407.393,845.544,-4.6719
208.493,724.389,23.6223,408.804,725.585,22.1435,407.558,841.573,24.08,410.67,726.403,-4.7562,407.364,845.484,-4.7
208.483,724.402,23.6093,408.823,725.608,22.141,407.567,841.593,24.0931,410.659,726.393,-4.7718,407.384,845.494,-4.6876
208.437,724.439,23.6128,408.816,725.605,22.1483,407.53,841.607,24.0745,410.657,726.395,-4.7698,407.385,845.543,-4.6674
208.463,724.408,23.6244,408.813,725.602,22.1357,407.567,841.575,24.09,410.657,726.403,-4.7722,407.403,845.574,-4.6536
208.417,724.38,23.5974,408.833,725.618,22.1335,407.571,841.582,24.082,410.671,726.408,-4.7609,407.378,845.525,-4.6798
208.396,724.439,23.6238,408.813,725.605,22.1266,407.569,841.584,24.0843,410.657,726.408,-4.7632,407.36,845.509,-4.6879
208.436,724.403,23.6351,408.876,725.56,22.1821,407.56,841.587,24.0842,410.679,726.413,-4.763,407.378,845.537,-4.6761
208.413,724.399,23.6332,408.87,725.586,22.1782,407.534,841.605,24.0681,410.663,726.407,-4.7716,407.389,845.558,-4.6665
208.426,724.406,23.6434,408.86,725.576,22.1697,407.563,841.572,24.0892,410.671,726.41,-4.7546,407.395,845.539,-4.6583
208.379,724.401,23.6498,408.831,725.622,22.1247,407.552,841.573,24.0825,410.677,726.405,-4.7648,407.386,845.531,-4.6713
208.354,724.412,23.6702,408.82,725.603,22.1226,407.521,841.604,24.0745,410.667,726.404,-4.7691,407.38,845.527,-4.6766
208.365,724.419,23.6875,408.814,725.589,22.1428,407.535,841.599,24.0757,410.688,726.411,-4.7517,407.405,845.579,-4.6516
208.389,724.484,23.7099,408.821,725.588,22.1083,407.538,841.603,24.073,410.659,726.391,-4.7663,407.381,845.5,-4.6733
208.471,724.466,23.6854,408.797,725.641,22.1167,407.573,841.575,24.0851,410.682,726.397,-4.7656,407.368,845.499,-4.6969
208.5,724.441,23.6494,408.829,725.569,22.1274,407.565,841.567,24.0806,410.662,726.4,-4.7723,407.387,845.524,-4.674
208.709,724.337,23.4726,408.77,725.685,22.1072,407.566,841.565,24.0716,410.675,726.399,-4.7575,407.375,845.488,-4.682
208.717,724.326,23.4736,408.832,725.59,22.1083,407.58,841.569,24.077,410.668,726.393,-4.7626,407.383,845.518,-4.6668
208.722,724.339,23.4778,408.828,725.59,22.1161,407.581,841.566,24.0892,410.671,726.398,-4.7713,407.425,845.555,-4.6517
208.718,724.33,23.4697,408.834,725.595,22.1153,407.537,841.593,24.066,410.663,726.388,-4.7733,407.417,845.583,-4.6639
208.715,724.344,23.4728,408.839,725.594,22.1175,407.543,841.587,24.0726,410.667,726.392,-4.7672,407.417,845.56,-4.6491
